,timestamp,ax,ay,az,gx,gy,gz
0,2019-11-20 10:35:45.695749,-0.18073,0.9989,-0.19794,-4.1275,-12.63428,1.80054
1,2019-11-20 10:35:45.710604,-0.18646,1.05005,-0.37335,-19.16504,-11.97052,-2.81525
2,2019-11-20 10:35:46.100592,-0.03699,0.8385,0.06976,-10.06317,-8.86536,-14.36615
3,2019-11-20 10:35:46.539284,-0.52948,0.95258,0.07611,9.65881,-250,46.10443
4,2019-11-20 10:35:46.929313,1.49915,0.45093,-0.70453,-81.69556,-134.08661,-17.37213
5,2019-11-20 10:35:47.319287,-0.91064,1.15137,-0.43689,-6.2561,-49.3927,96.19904
6,2019-11-20 10:35:47.709275,-0.33392,0.93414,-0.08002,-2.73895,-6.2027,31.38733
7,2019-11-20 10:35:48.148028,-0.08356,1.07483,-0.03949,3.76892,-35.03418,-11.07025
8,2019-11-20 10:35:48.538032,-0.01288,1.04425,-0.18274,1.37329,-13.30566,-20.16449
9,2019-11-20 10:35:48.928006,-0.24329,1.01251,-0.08789,18.11981,2.56348,15.08331
10,2019-11-20 10:35:49.318021,-0.20782,0.97662,-0.26532,-0.29755,-53.42865,-6.68335
11,2019-11-20 10:35:49.756729,-0.28455,0.97247,-0.21509,-5.6076,52.94037,7.62177
12,2019-11-20 10:35:50.146710,-0.23907,0.95331,-0.20709,3.27301,41.96167,11.43646
13,2019-11-20 10:35:50.585461,-0.14465,1.00702,-0.16461,1.84631,-14.73236,3.41797
14,2019-11-20 10:35:50.975453,-0.14581,1.00507,-0.19263,-1.70898,0.08392,2.44904
15,2019-11-20 10:35:51.365459,-0.19482,0.98151,-0.21564,-5.1651,-9.05609,4.50134
16,2019-11-20 10:35:51.755440,-0.89056,1.36871,-0.198,62.66785,7.2937,-116.13464
17,2019-11-20 10:35:52.243004,-0.81989,1.02026,-0.20636,-6.02722,-135.38361,192.17682
18,2019-11-20 10:35:52.584166,1.4989,1.99994,-1.07654,-104.92706,249.99237,-250
19,2019-11-20 10:35:52.974211,-0.89453,1.4173,-1.02039,-162.26959,-89.58435,249.99237
20,2019-11-20 10:35:53.413013,-0.38623,0.93915,-0.25854,-10.94055,-82.68738,52.23083
21,2019-11-20 10:35:53.754143,-0.17535,0.76825,-0.18549,-8.11005,-13.82446,-45.82214
22,2019-11-20 10:35:54.241622,-0.15369,0.97046,-0.27448,-3.33405,-4.88281,-7.10297
23,2019-11-20 10:35:54.583037,-0.24408,0.98273,-0.21625,2.13623,-5.1651,2.34985
24,2019-11-20 10:35:54.972923,-0.1839,0.98047,-0.18365,-3.46375,3.14331,-3.66211
25,2019-11-20 10:35:55.557833,-0.21857,0.99463,-0.17322,1.06049,-6.49261,3.08228
26,2019-11-20 10:35:55.801585,-0.17529,1.00262,-0.16608,0.16785,-3.08228,-3.37219
27,2019-11-20 10:35:56.240332,-0.2132,0.99292,-0.18298,2.78473,-4.83704,5.5542
28,2019-11-20 10:35:56.581577,-0.22687,0.97742,-0.18884,-2.47192,3.25775,1.70135
29,2019-11-20 10:36:22.455584,-0.19043,1.00769,-0.08716,0.41199,1.24359,0.10681
30,2019-11-20 10:36:22.616021,-0.19244,0.99957,-0.09631,2.75421,-1.04523,3.27301
31,2019-11-20 10:36:23.005961,-0.18787,0.99677,-0.09637,0.73242,1.9455,-1.11389
32,2019-11-20 10:36:23.444719,-0.17413,1.00879,-0.10577,0.16785,-0.32043,-1.34277
33,2019-11-20 10:36:23.883484,-0.16339,0.99445,-0.04919,-1.84631,38.84125,-5.33295
34,2019-11-20 10:36:24.224708,-0.25598,1.05353,-0.02539,-8.22449,27.20642,0.09155
35,2019-11-20 10:36:24.663535,-0.12299,1.00732,-0.08875,14.99176,6.91986,-2.69318
36,2019-11-20 10:36:25.053528,-0.14362,1.01886,-0.14117,2.25067,-75.0351,18.58521
37,2019-11-20 10:36:25.492570,-0.57513,0.94507,-0.55829,12.41302,-58.66241,-7.30896
38,2019-11-20 10:36:25.833503,-0.17334,1.03021,-0.19299,6.56128,-27.84729,0.61798
39,2019-11-20 10:36:26.272390,-0.12061,1.02509,-0.12177,-2.99835,-41.65649,5.02014
40,2019-11-20 10:36:26.662371,0.03632,1.03693,-0.10699,13.07678,82.23724,19.53125
41,2019-11-20 10:36:27.052344,-0.10406,0.99701,-0.10614,22.32361,-82.26013,-3.57819
42,2019-11-20 10:36:27.442248,-0.1601,1.04352,-0.3288,2.18201,-37.82654,31.26526
43,2019-11-20 10:36:27.880895,-0.06976,0.97156,-0.30353,11.37543,-53.88641,11.72638
44,2019-11-20 10:36:28.465878,-0.09747,1.01343,-0.33936,-6.74438,-52.56653,1.12152
45,2019-11-20 10:36:28.660874,-0.13116,0.91669,-0.12347,2.66266,-78.39966,9.52911
46,2019-11-20 10:36:29.148376,-0.23602,1.02142,-0.24432,6.55365,-3.48663,34.24835
47,2019-11-20 10:36:29.538418,-0.02783,1.12689,-0.14349,9.59778,-45.02106,-14.81628
48,2019-11-20 10:36:29.879598,-0.03278,0.93359,-0.25134,0.05341,23.38409,-0.43488
49,2019-11-20 10:36:30.269575,-0.12451,0.95422,-0.17395,-6.05774,65.55176,-6.43921
50,2019-11-20 10:36:30.708314,-0.08319,1.02057,-0.00916,-15.59448,-15.76996,-15.85388
51,2019-11-20 10:36:31.147098,-0.13849,1.0506,-0.01062,24.41406,-52.6886,10.55145
52,2019-11-20 10:36:31.488336,-0.26831,0.91394,-0.36414,13.63373,-59.09729,-24.07837
53,2019-11-20 10:36:31.878320,-0.34448,0.91949,-0.28308,6.67572,1.48773,25.73395
54,2019-11-20 10:36:32.512019,-0.27673,0.99426,-0.26862,-7.14111,76.62964,-21.72852
55,2019-11-20 10:36:32.950792,-0.15784,0.92694,-0.11194,-27.27509,30.38788,-21.99554
56,2019-11-20 10:36:33.145787,-0.17029,1.05634,-0.08246,12.03918,-9.79614,34.91974
57,2019-11-20 10:36:33.682023,-0.14075,1.00641,-0.24805,-27.55737,11.19995,-32.31049
58,2019-11-20 10:36:34.218266,-0.18317,0.98395,-0.20148,3.0365,23.25439,15.86151
59,2019-11-20 10:36:34.315779,-0.19873,1.01685,-0.13965,2.18964,-33.98895,5.04303
60,2019-11-20 10:36:34.754509,-0.03839,1.03326,-0.19928,0.87738,-4.44031,2.76184
61,2019-11-20 10:36:35.144504,-0.13879,1.00732,-0.17749,2.37274,12.64954,1.091
62,2019-11-20 10:36:35.583659,-0.02496,0.96405,-0.02917,8.65173,-77.24762,21.54541
63,2019-11-20 10:36:35.924501,-2,1.99994,1.81024,-81.15387,-250,-55.06897
64,2019-11-20 10:36:36.314452,0.77545,0.41516,-0.83972,-68.40515,193.65692,107.22351
65,2019-11-20 10:36:36.753346,-0.79358,1.12115,-0.38226,-21.85822,-78.68195,143.31055
66,2019-11-20 10:36:37.143291,-0.34741,1.02759,-0.29663,-17.90619,-5.48553,2.97546
67,2019-11-20 10:36:37.728198,-0.33466,0.96759,-0.02234,26.95465,20.95795,13.22174
68,2019-11-20 10:36:38.020695,-0.08099,1.00232,-0.26318,-8.43811,-29.44946,-21.83533
69,2019-11-20 10:36:38.605681,-0.21802,1.00012,-0.19916,11.92474,15.74707,24.62006
70,2019-11-20 10:36:38.751917,-0.21069,0.97955,-0.16522,0.76294,-5.4245,-6.28662
71,2019-11-20 10:36:39.141932,-0.12805,0.97229,-0.12042,37.10938,-124.80927,-60.60028
72,2019-11-20 10:36:39.580673,-0.51465,0.94366,-0.12518,-5.35583,50.69733,58.90656
73,2019-11-20 10:36:39.970648,-0.26074,0.95953,-0.18616,-10.82611,24.11652,6.28662
74,2019-11-20 10:36:40.360658,-0.18066,0.9975,-0.15247,-2.33459,6.55365,-0.54932
75,2019-11-20 10:36:40.750641,-0.17328,1.00818,-0.14728,0.09918,5.17273,0.08392
76,2019-11-20 10:36:41.189374,-0.18829,0.96832,-0.17395,-8.70514,-5.82886,-1.37329
77,2019-11-20 10:36:41.628096,-0.31885,0.90717,-0.1958,32.23419,35.65216,-27.21405
78,2019-11-20 10:36:41.969355,-0.63983,0.8078,-0.20801,-32.14264,-168.76984,167.11426
79,2019-11-20 10:36:42.359352,1.99994,1.99994,0.36609,-3.9444,249.99237,-250
80,2019-11-20 10:36:42.798091,-1.18298,1.6015,-0.63708,-130.26428,-131.28662,240.08179
81,2019-11-20 10:36:43.285586,-0.37,0.89105,-0.26294,-10.61249,-59.04388,56.20575
82,2019-11-20 10:36:43.821808,-0.23407,0.76611,-0.19873,-16.28113,-3.76892,-69.50378
83,2019-11-20 10:36:43.968038,-0.18384,1.04974,-0.10919,21.72852,-5.14221,10.14709
84,2019-11-20 10:36:44.406827,-0.23218,1.01245,-0.19281,-3.83759,-25.55847,-5.19562
85,2019-11-20 10:36:44.943228,-0.22247,0.99542,-0.14227,2.76947,-5.27191,4.83704
86,2019-11-20 10:36:45.235513,-0.21124,0.99042,-0.14673,0.32043,-1.44196,-0.50354
87,2019-11-20 10:36:45.674312,-0.198,0.99976,-0.16351,-0.37384,5.18036,-5.02014
88,2019-11-20 10:36:46.064284,-0.21893,0.98944,-0.15546,1.05286,-4.24957,5.69916
89,2019-11-20 10:39:39.146514,-0.83636,0.57727,-0.03046,-9.27734,-18.31055,-7.57599
90,2019-11-20 10:39:39.358001,-0.68298,0.69336,0.14172,2.55585,-10.10895,13.09967
91,2019-11-20 10:39:39.747919,-0.77228,0.7417,-0.01709,8.11768,0.90027,-20.75195
92,2019-11-20 10:39:40.137941,-0.6283,0.63306,0.24835,12.48169,-3.18146,-4.91333
